"time","videoID","condition","participantID","rating"
140,"HID53_vid2","both","86e12a93",26
142,"HID53_vid2","both","86e12a93",26
144,"HID53_vid2","both","86e12a93",26
146,"HID53_vid2","both","86e12a93",26
148,"HID53_vid2","both","86e12a93",26
150,"HID53_vid2","both","86e12a93",26
152,"HID53_vid2","both","86e12a93",26
154,"HID53_vid2","both","86e12a93",26
156,"HID53_vid2","both","86e12a93",26
158,"HID53_vid2","both","86e12a93",26
160,"HID53_vid2","both","86e12a93",26
162,"HID53_vid2","both","86e12a93",26
164,"HID53_vid2","both","86e12a93",26
166,"HID53_vid2","both","86e12a93",32.7005988023953
168,"HID53_vid2","both","86e12a93",59.9639839679359
170,"HID53_vid2","both","86e12a93",63
172,"HID53_vid2","both","86e12a93",52.0274999999999
174,"HID53_vid2","both","86e12a93",48
2,"HID53_vid2","both","7a5ac630",50
4,"HID53_vid2","both","7a5ac630",50
6,"HID53_vid2","both","7a5ac630",50
8,"HID53_vid2","both","7a5ac630",51.999000998004
10,"HID53_vid2","both","7a5ac630",54
12,"HID53_vid2","both","7a5ac630",54
14,"HID53_vid2","both","7a5ac630",54
16,"HID53_vid2","both","7a5ac630",56.25
18,"HID53_vid2","both","7a5ac630",57
20,"HID53_vid2","both","7a5ac630",57
22,"HID53_vid2","both","7a5ac630",56.5
24,"HID53_vid2","both","7a5ac630",55
